,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
1767,Graduate,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,17452800000000000,38,119,Partner,1,3,1
1768,Undergraduate,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,57888000000000000,42,1250,Partner,2,4,1
1769,Graduate,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,20649600000000000,42,969,Partner,1,3,1
1770,Graduate,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,28339200000000000,71,76,Partner,2,4,1
1771,Postgraduate,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,6739200000000000,58,62,Alone,2,3,1
1772,Undergraduate,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,27475200000000000,59,1382,Partner,0,2,0
1773,Graduate,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,12268800000000000,45,84,Alone,1,2,1
1774,Graduate,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,30326400000000000,69,255,Partner,2,4,1
1775,Postgraduate,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,32832000000000000,61,43,Partner,2,4,1
1776,Graduate,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,23241600000000000,66,398,Alone,1,2,1
1777,Postgraduate,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,6393600000000000,44,76,Alone,1,2,1
1778,Graduate,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,1987200000000000,57,902,Partner,2,4,1
1779,Undergraduate,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,5011200000000000,40,823,Partner,1,3,1
1780,Graduate,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,172800000000000,45,1179,Partner,1,3,1
1781,Graduate,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,53827200000000000,47,1921,Partner,1,3,1
1782,Postgraduate,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,36892800000000000,70,185,Partner,2,4,1
1783,Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,40262400000000000,55,433,Alone,2,3,1
1784,Graduate,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,14688000000000000,70,34,Partner,2,4,1
1785,Graduate,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,33350400000000000,63,907,Partner,1,3,1
1786,Postgraduate,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,17625600000000000,55,416,Alone,2,3,1
1787,Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,33696000000000000,57,44,Alone,2,3,1
1788,Graduate,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,5356800000000000,65,1588,Partner,0,2,0
1789,Postgraduate,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,51926400000000000,47,1797,Alone,0,1,0
1790,Graduate,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,54691200000000000,55,40,Partner,2,4,1
1791,Postgraduate,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,50976000000000000,58,1143,Alone,1,2,1
1792,Postgraduate,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,86400000000000,52,914,Partner,0,2,0
1793,Graduate,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,45360000000000000,29,1502,Partner,0,2,0
1794,Graduate,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,43200000000000000,67,1338,Alone,1,2,1
1795,Postgraduate,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,29635200000000000,38,27,Partner,1,3,1
1796,Undergraduate,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,23673600000000000,39,763,Partner,1,3,1
1797,Graduate,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,29808000000000000,70,1331,Alone,0,1,0
1798,Graduate,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,26092800000000000,65,525,Partner,2,4,1
1799,Postgraduate,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1209600000000000,60,9,Partner,2,4,1
1800,Graduate,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,7171200000000000,59,953,Partner,1,3,1
1801,Postgraduate,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,22550400000000000,50,68,Alone,2,3,1
1802,Postgraduate,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,23155200000000000,50,131,Alone,2,3,1
1803,Graduate,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,27993600000000000,53,882,Partner,1,3,1
1804,Undergraduate,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,57283200000000000,43,1149,Partner,0,2,0
1805,Graduate,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,24796800000000000,52,37,Partner,1,3,1
1806,Postgraduate,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,26611200000000000,56,388,Alone,1,2,1
1807,Graduate,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,43113600000000000,35,1428,Partner,0,2,0
1808,Postgraduate,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,34732800000000000,63,1633,Partner,0,2,0
1809,Postgraduate,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,34819200000000000,46,173,Partner,1,3,1
1810,Graduate,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,22809600000000000,34,99,Alone,1,2,1
1811,Graduate,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,40694400000000000,62,215,Partner,1,3,1
1812,Postgraduate,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,42940800000000000,59,929,Partner,1,3,1
1813,Graduate,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,8726400000000000,47,219,Partner,1,3,1
1814,Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,25142400000000000,44,174,Partner,2,4,1
1815,Graduate,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,48902400000000000,43,92,Partner,2,4,1
1816,Postgraduate,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,25315200000000000,51,1052,Partner,0,2,0
1817,Graduate,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,40089600000000000,64,275,Partner,1,3,1
1818,Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,60048000000000000,66,587,Partner,1,3,1
1819,Postgraduate,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,55728000000000000,67,1662,Alone,1,2,1
1820,Postgraduate,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,43459200000000000,39,159,Partner,1,3,1
1821,Postgraduate,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,33782400000000000,68,1024,Alone,0,1,0
1822,Postgraduate,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,5788800000000000,53,35,Alone,1,2,1
1823,Postgraduate,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,26092800000000000,64,1042,Partner,0,2,0
1824,Postgraduate,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,17625600000000000,56,395,Partner,2,4,1
1825,Postgraduate,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,56592000000000000,46,557,Partner,0,2,0
1826,Postgraduate,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,518400000000000,58,9,Partner,2,4,1
1827,Graduate,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,30758400000000000,31,69,Partner,0,2,0
1828,Postgraduate,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,14601600000000000,55,486,Partner,1,3,1
1829,Graduate,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,12700800000000000,33,34,Alone,1,2,1
1830,Undergraduate,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,56073600000000000,26,1365,Alone,0,1,0
1831,Graduate,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,35078400000000000,46,13,Partner,1,3,1
1832,Postgraduate,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,52531200000000000,43,1401,Partner,0,2,0
1833,Graduate,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,46137600000000000,60,1574,Partner,0,2,0
1834,Postgraduate,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,25228800000000000,37,1323,Alone,0,1,0
1835,Postgraduate,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,27734400000000000,50,1217,Alone,1,2,1
1836,Postgraduate,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,50889600000000000,70,103,Alone,3,4,1
1837,Postgraduate,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,31104000000000000,45,84,Partner,0,2,0
1838,Postgraduate,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,44841600000000000,49,1536,Partner,0,2,0
1839,Graduate,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,56073600000000000,36,581,Partner,1,3,1
1840,Postgraduate,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,51753600000000000,55,928,Partner,1,3,1
1841,Undergraduate,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,16934400000000000,46,14,Alone,0,1,0
1842,Graduate,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,28166400000000000,42,424,Alone,1,2,1
1843,Graduate,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,22291200000000000,50,960,Partner,1,3,1
1844,Graduate,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,51580800000000000,39,1555,Partner,0,2,0
1845,Graduate,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,54432000000000000,48,656,Alone,2,3,1
1846,Postgraduate,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,25574400000000000,53,55,Partner,2,4,1
1847,Graduate,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,4233600000000000,37,20,Alone,1,2,1
1848,Postgraduate,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,54950400000000000,50,367,Partner,1,3,1
1849,Undergraduate,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,9590400000000000,44,2257,Partner,0,2,0
1850,Postgraduate,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,10368000000000000,54,42,Alone,1,2,1
1851,Graduate,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,33004800000000000,57,1049,Alone,1,2,1
1852,Graduate,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,6393600000000000,49,48,Alone,2,3,1
1853,Postgraduate,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,46915200000000000,73,685,Alone,1,2,1
1854,Graduate,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,6134400000000000,69,39,Alone,1,2,1
1855,Undergraduate,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,12268800000000000,34,43,Alone,0,1,0
1856,Postgraduate,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,58924800000000000,62,835,Alone,0,1,0
1857,Graduate,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,13737600000000000,63,1515,Partner,0,2,0
1858,Postgraduate,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,42768000000000000,70,1039,Partner,1,3,1
1859,Graduate,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,30153600000000000,46,1596,Alone,1,2,1
1860,Postgraduate,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,53740800000000000,37,1828,Partner,0,2,0
1861,Postgraduate,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,5184000000000000,52,34,Partner,1,3,1
1862,Postgraduate,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,6220800000000000,53,149,Alone,1,2,1
1863,Postgraduate,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,35078400000000000,52,946,Alone,1,2,1
1864,Postgraduate,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,3542400000000000,36,28,Alone,0,1,0
1865,Graduate,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,52099200000000000,37,450,Alone,1,2,1
1866,Postgraduate,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,13910400000000000,64,46,Partner,2,4,1
1867,Postgraduate,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,20217600000000000,50,1702,Alone,0,1,0
1868,Graduate,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,25315200000000000,46,820,Partner,2,4,1
1869,Graduate,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,42163200000000000,39,382,Partner,1,3,1
1870,Postgraduate,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,57628800000000000,33,2126,Partner,0,2,0
1871,Postgraduate,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,5011200000000000,32,2069,Partner,0,2,0
1872,Graduate,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,44755200000000000,36,72,Partner,1,3,1
1873,Graduate,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,2246400000000000,53,732,Alone,1,2,1
1874,Graduate,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,2937600000000000,47,801,Alone,0,1,0
1875,Graduate,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,21772800000000000,72,236,Alone,1,2,1
1876,Undergraduate,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,56851200000000000,43,80,Partner,1,3,1
1877,Postgraduate,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,7776000000000000,67,1685,Alone,0,1,0
1878,Postgraduate,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,2764800000000000,76,277,Alone,0,1,0
1879,Postgraduate,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,32918400000000000,71,507,Partner,1,3,1
1880,Postgraduate,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,42422400000000000,57,68,Partner,2,4,1
1881,Graduate,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,6652800000000000,38,49,Alone,0,1,0
1882,Postgraduate,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,8899200000000000,34,397,Partner,0,2,0
1883,Graduate,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,21427200000000000,50,39,Alone,1,2,1
1884,Graduate,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,13392000000000000,53,306,Partner,1,3,1
1885,Graduate,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,35769600000000000,67,976,Partner,0,2,0
1886,Postgraduate,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,25574400000000000,50,1028,Partner,1,3,1
1887,Graduate,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,12441600000000000,35,70,Partner,1,3,1
1888,Graduate,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,40348800000000000,62,46,Partner,0,2,0
1889,Postgraduate,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,23846400000000000,41,51,Partner,1,3,1
1890,Undergraduate,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,6048000000000000,61,1263,Partner,0,2,0
1891,Graduate,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,51494400000000000,51,1490,Alone,1,2,1
1892,Postgraduate,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,53827200000000000,50,1564,Partner,0,2,0
1893,Graduate,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,58406400000000000,54,1815,Partner,1,3,1
1894,Postgraduate,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,44928000000000000,58,1198,Alone,1,2,1
1895,Graduate,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,58233600000000000,53,416,Alone,1,2,1
1896,Graduate,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,43027200000000000,31,85,Partner,0,2,0
1897,Postgraduate,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,34041600000000000,40,47,Alone,1,2,1
1898,Graduate,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,42681600000000000,45,137,Alone,0,1,0
1899,Postgraduate,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,47520000000000000,56,21,Partner,2,4,1
1900,Undergraduate,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,604800000000000,44,70,Alone,1,2,1
1901,Undergraduate,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,13910400000000000,49,909,Partner,1,3,1
1902,Graduate,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,53308800000000000,65,1676,Alone,0,1,0
1903,Postgraduate,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,23414400000000000,78,1735,Alone,0,1,0
1904,Graduate,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,46396800000000000,62,1191,Alone,2,3,1
1905,Postgraduate,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,25660800000000000,44,24,Partner,1,3,1
1906,Postgraduate,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,50371200000000000,52,1182,Partner,1,3,1
1907,Graduate,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,32054400000000000,51,1280,Partner,0,2,0
1908,Graduate,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,51235200000000000,64,1336,Alone,0,1,0
1909,Postgraduate,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,32572800000000000,56,749,Partner,2,4,1
1910,Postgraduate,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,19094400000000000,47,91,Partner,2,4,1
1911,Postgraduate,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,23673600000000000,74,414,Partner,1,3,1
1912,Postgraduate,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,14947200000000000,39,44,Partner,1,3,1
1913,Postgraduate,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,7689600000000000,53,63,Partner,2,4,1
1914,Graduate,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,38620800000000000,70,901,Partner,1,3,1
1915,Undergraduate,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,57110400000000000,46,38,Partner,2,4,1
1916,Postgraduate,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,41126400000000000,65,455,Alone,1,2,1
1917,Postgraduate,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,50716800000000000,72,775,Alone,1,2,1
1918,Postgraduate,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,8467200000000000,62,15,Partner,1,3,1
1919,Graduate,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,26092800000000000,48,38,Partner,1,3,1
1920,Postgraduate,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,12355200000000000,37,1512,Partner,0,2,0
1921,Graduate,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,45878400000000000,71,43,Partner,1,3,1
1922,Graduate,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,59702400000000000,44,42,Alone,1,2,1
1923,Graduate,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,5616000000000000,37,1089,Partner,0,2,0
1924,Postgraduate,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,56419200000000000,45,162,Partner,1,3,1
1925,Graduate,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,43891200000000000,70,1272,Alone,0,1,0
1926,Graduate,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,52185600000000000,39,1173,Partner,0,2,0
1927,Postgraduate,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,777600000000000,47,816,Partner,1,3,1
1928,Graduate,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,39312000000000000,53,74,Alone,2,3,1
1929,Graduate,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,43372800000000000,67,134,Partner,1,3,1
1930,Postgraduate,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,30758400000000000,81,157,Alone,0,1,0
1931,Graduate,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,24537600000000000,45,561,Partner,1,3,1
1932,Graduate,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,4147200000000000,70,1336,Alone,0,1,0
1933,Postgraduate,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,59184000000000000,45,2092,Partner,0,2,0
1934,Postgraduate,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,18835200000000000,57,463,Alone,0,1,0
1935,Postgraduate,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,4924800000000000,71,1130,Alone,0,1,0
1936,Graduate,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,14083200000000000,45,20,Partner,1,3,1
1937,Graduate,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,53136000000000000,65,377,Alone,1,2,1
1938,Graduate,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,37324800000000000,31,1544,Alone,0,1,0
1939,Postgraduate,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,4579200000000000,71,138,Alone,2,3,1
1940,Postgraduate,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,31190400000000000,56,1012,Partner,1,3,1
1941,Postgraduate,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,30672000000000000,59,1766,Alone,0,1,0
1942,Graduate,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,1036800000000000,43,45,Partner,2,4,1
1943,Graduate,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,36201600000000000,69,161,Alone,2,3,1
1944,Graduate,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,15120000000000000,55,144,Alone,1,2,1
